184,255
238,255
288,255
343,255
394,255
445,255
499,255
556,255
556,335
499,335
445,335
394,335
343,335
288,335
238,335
184,335
184,415
238,415
288,415
343,415
394,415
445,415
499,415
556,415
556,495
499,495
445,495
394,495
343,495
288,495
238,495
184,495
184,575
238,575
288,575
343,575
394,575
445,575
499,575
556,575
556,655
499,655
445,655
394,655
343,655
288,655
238,655
184,655
184,735
238,735
288,735
343,735
394,735
445,735
499,735
556,735
556,815
499,815
445,815
394,815
343,815
288,815
238,815
184,815
